@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute outputs-1 {0,1,2,3}

@data
114,'2023/10/24 14:26:15:852',3,0.423502,279.931641,0.335308,258.398438,0.232231,301.464844,0.156749,236.865234,0.110313,344.53125,0.109836,495.263672,0.088939,322.998047,0.069908,516.796875,0.069856,366.064453,0.066065,473.730469,0.050317,?
115,'2023/10/24 14:26:15:886',3,0.434194,258.398438,0.242376,322.998047,0.205932,236.865234,0.18935,301.464844,0.188675,366.064453,0.171662,279.931641,0.118688,344.53125,0.106686,968.994141,0.073656,990.527344,0.061345,193.798828,0.052567,?
116,'2023/10/24 14:26:15:904',3,0.434194,258.398438,0.242376,322.998047,0.205932,236.865234,0.18935,301.464844,0.188675,366.064453,0.171662,279.931641,0.118688,344.53125,0.106686,968.994141,0.073656,990.527344,0.061345,193.798828,0.052567,?
117,'2023/10/24 14:26:15:921',3,0.467858,258.398438,0.289847,301.464844,0.232404,322.998047,0.226259,366.064453,0.190348,236.865234,0.147202,279.931641,0.134454,344.53125,0.098035,968.994141,0.080924,990.527344,0.057999,172.265625,0.057627,?
118,'2023/10/24 14:26:15:936',3,0.439932,258.398438,0.329177,279.931641,0.263625,344.53125,0.171622,968.994141,0.16565,301.464844,0.15503,366.064453,0.153482,990.527344,0.145534,322.998047,0.131449,236.865234,0.084593,215.332031,0.064294,?
119,'2023/10/24 14:26:15:952',3,0.439932,258.398438,0.329177,279.931641,0.263625,344.53125,0.171622,968.994141,0.16565,301.464844,0.15503,366.064453,0.153482,990.527344,0.145534,322.998047,0.131449,236.865234,0.084593,215.332031,0.064294,?
120,'2023/10/24 14:55:41:605',4,0.450725,387.597656,0.089352,409.130859,0.085758,366.064453,0.076286,0,0.070884,0,0.070884,0,0.070884,0,0.070884,0,0.070884,0,0.070884,0,0.070884,?
121,'2023/10/24 14:55:41:703',4,0.484547,968.994141,0.053282,947.460938,0.052501,990.527344,0.050938,925.927734,0.047425,1012.060547,0.046507,516.796875,0.040349,904.394531,0.040329,1033.59375,0.039635,279.931641,0.038495,495.263672,0.038404,?
122,'2023/10/24 14:55:41:720',4,0.465437,990.527344,0.089466,968.994141,0.081562,1012.060547,0.07414,322.998047,0.058741,947.460938,0.056741,344.53125,0.055691,301.464844,0.054422,452.197266,0.047932,430.664063,0.047683,279.931641,0.046616,?
123,'2023/10/24 14:55:41:736',4,0.447081,990.527344,0.110128,968.994141,0.100643,1012.060547,0.072045,322.998047,0.057958,430.664063,0.054168,344.53125,0.053639,301.464844,0.052064,904.394531,0.051946,409.130859,0.048872,947.460938,0.047173,?
124,'2023/10/24 14:55:42:251',4,0.485622,861.328125,0.204395,839.794922,0.081739,473.730469,0.06192,1012.060547,0.055682,968.994141,0.044048,1055.126953,0.04042,818.261719,0.038885,495.263672,0.037305,990.527344,0.036111,1033.59375,0.035873,?
125,'2023/10/24 14:55:42:270',4,0.485622,861.328125,0.204395,839.794922,0.081739,473.730469,0.06192,1012.060547,0.055682,968.994141,0.044048,1055.126953,0.04042,818.261719,0.038885,495.263672,0.037305,990.527344,0.036111,1033.59375,0.035873,?
126,'2023/10/24 14:55:47:621',4,0.453497,387.597656,0.123626,409.130859,0.119094,366.064453,0.112243,430.664063,0.100733,344.53125,0.085118,452.197266,0.064084,322.998047,0.051542,538.330078,0.044336,516.796875,0.043087,258.398438,0.041163,?
127,'2023/10/24 14:55:47:636',4,0.444465,387.597656,0.125899,409.130859,0.123608,366.064453,0.107401,430.664063,0.099649,344.53125,0.082082,452.197266,0.060215,322.998047,0.056577,258.398438,0.04679,538.330078,0.046637,516.796875,0.042402,?
128,'2023/10/24 14:55:47:653',4,0.444465,387.597656,0.125899,409.130859,0.123608,366.064453,0.107401,430.664063,0.099649,344.53125,0.082082,452.197266,0.060215,322.998047,0.056577,258.398438,0.04679,538.330078,0.046637,516.796875,0.042402,?
129,'2023/10/24 14:55:47:790',4,0.474429,344.53125,0.050907,322.998047,0.050728,366.064453,0.050409,301.464844,0.049676,387.597656,0.04816,279.931641,0.046558,1356.591797,0.046224,258.398438,0.045757,409.130859,0.045467,1335.058594,0.04522,?
130,'2023/10/24 14:55:47:803',4,0.474429,344.53125,0.050907,322.998047,0.050728,366.064453,0.050409,301.464844,0.049676,387.597656,0.04816,279.931641,0.046558,1356.591797,0.046224,258.398438,0.045757,409.130859,0.045467,1335.058594,0.04522,?
131,'2023/10/24 14:55:47:820',4,0.46968,366.064453,0.056153,344.53125,0.055336,387.597656,0.053225,322.998047,0.051876,1356.591797,0.0502,409.130859,0.048193,1378.125,0.047663,1335.058594,0.047158,301.464844,0.04692,279.931641,0.040913,?
132,'2023/10/24 14:55:48:056',4,0.464922,430.664063,0.0798,452.197266,0.075856,258.398438,0.069651,344.53125,0.068923,236.865234,0.064252,279.931641,0.06196,409.130859,0.061192,904.394531,0.059632,1808.789063,0.057264,1787.255859,0.055875,?
133,'2023/10/24 14:55:48:071',4,0.455661,430.664063,0.080817,452.197266,0.080584,236.865234,0.072925,258.398438,0.071253,344.53125,0.067862,1808.789063,0.061949,473.730469,0.059524,904.394531,0.057613,409.130859,0.05632,1787.255859,0.054747,?
134,'2023/10/24 14:55:48:187',4,0.453255,1313.525391,0.154839,861.328125,0.140029,1291.992188,0.128465,1808.789063,0.124235,258.398438,0.099906,279.931641,0.084567,344.53125,0.078725,882.861328,0.067645,1205.859375,0.06482,0,0.061297,?
135,'2023/10/24 14:55:48:204',4,0.453255,1313.525391,0.154839,861.328125,0.140029,1291.992188,0.128465,1808.789063,0.124235,258.398438,0.099906,279.931641,0.084567,344.53125,0.078725,882.861328,0.067645,1205.859375,0.06482,0,0.061297,?
136,'2023/10/24 14:55:48:220',4,0.415203,861.328125,0.133364,925.927734,0.125595,1808.789063,0.120981,882.861328,0.115833,279.931641,0.115667,495.263672,0.097808,968.994141,0.090767,1313.525391,0.083763,947.460938,0.0777,0,0.058951,?
137,'2023/10/24 14:55:48:237',4,0.406933,882.861328,0.126599,861.328125,0.122295,925.927734,0.120965,1808.789063,0.109572,279.931641,0.099126,947.460938,0.097411,495.263672,0.093395,968.994141,0.079281,1313.525391,0.06736,990.527344,0.064924,?
138,'2023/10/24 14:55:48:471',4,0.46249,861.328125,0.320246,904.394531,0.255629,882.861328,0.254988,839.794922,0.08448,1205.859375,0.084219,1851.855469,0.08228,925.927734,0.063242,1270.458984,0.057475,1916.455078,0.053061,452.197266,0.052097,?
139,'2023/10/24 14:55:48:487',4,0.46249,861.328125,0.320246,904.394531,0.255629,882.861328,0.254988,839.794922,0.08448,1205.859375,0.084219,1851.855469,0.08228,925.927734,0.063242,1270.458984,0.057475,1916.455078,0.053061,452.197266,0.052097,?
140,'2023/10/24 14:55:50:604',4,0.44613,366.064453,0.134815,387.597656,0.126644,409.130859,0.11713,430.664063,0.085862,968.994141,0.062626,990.527344,0.05799,947.460938,0.052201,344.53125,0.048673,516.796875,0.044985,538.330078,0.041114,?
141,'2023/10/24 14:55:50:621',4,0.44613,366.064453,0.134815,387.597656,0.126644,409.130859,0.11713,430.664063,0.085862,968.994141,0.062626,990.527344,0.05799,947.460938,0.052201,344.53125,0.048673,516.796875,0.044985,538.330078,0.041114,?
142,'2023/10/24 14:55:51:488',4,0.452204,387.597656,0.127472,409.130859,0.118763,366.064453,0.103966,430.664063,0.089996,344.53125,0.070797,21.533203,0.066513,516.796875,0.04865,0,0.046361,0,0.046361,0,0.046361,?
143,'2023/10/24 14:55:51:708',4,0.449575,925.927734,0.101471,947.460938,0.099619,904.394531,0.081034,968.994141,0.077354,409.130859,0.070276,430.664063,0.055563,882.861328,0.051187,258.398438,0.049388,344.53125,0.049051,279.931641,0.047673,?
144,'2023/10/24 14:55:51:721',4,0.4824,947.460938,0.129683,925.927734,0.109817,904.394531,0.104146,1012.060547,0.075058,258.398438,0.070348,430.664063,0.069841,968.994141,0.069299,861.328125,0.064533,279.931641,0.062972,818.261719,0.062573,?
145,'2023/10/24 14:55:51:738',4,0.4451,904.394531,0.161144,947.460938,0.14834,968.994141,0.096827,344.53125,0.095962,925.927734,0.094879,430.664063,0.092575,258.398438,0.077101,839.794922,0.07634,1012.060547,0.070345,409.130859,0.066346,?
146,'2023/10/24 14:55:51:839',4,0.467362,882.861328,0.084615,430.664063,0.078087,904.394531,0.070623,839.794922,0.064531,452.197266,0.062579,818.261719,0.060427,861.328125,0.058647,473.730469,0.055551,495.263672,0.044026,236.865234,0.040877,?
147,'2023/10/24 14:55:51:854',4,0.467362,882.861328,0.090634,430.664063,0.089806,839.794922,0.07369,452.197266,0.072135,904.394531,0.070349,861.328125,0.067444,473.730469,0.059208,818.261719,0.055832,409.130859,0.049447,279.931641,0.043667,?
148,'2023/10/24 14:55:51:954',4,0.487446,904.394531,0.132075,882.861328,0.118961,861.328125,0.117668,818.261719,0.114947,925.927734,0.081487,796.728516,0.073794,839.794922,0.058497,775.195313,0.053447,1701.123047,0.053058,947.460938,0.052558,?
149,'2023/10/24 14:55:51:973',4,0.487446,904.394531,0.132075,882.861328,0.118961,861.328125,0.117668,818.261719,0.114947,925.927734,0.081487,796.728516,0.073794,839.794922,0.058497,775.195313,0.053447,1701.123047,0.053058,947.460938,0.052558,?
150,'2023/10/24 14:55:51:988',4,0.405794,861.328125,0.290005,882.861328,0.184619,839.794922,0.171076,904.394531,0.147481,452.197266,0.068733,947.460938,0.067814,258.398438,0.064029,430.664063,0.063025,925.927734,0.056247,796.728516,0.048708,?
151,'2023/10/24 14:55:52:923',4,0.44684,947.460938,0.068442,968.994141,0.064778,925.927734,0.056542,990.527344,0.050538,344.53125,0.043006,236.865234,0.042655,904.394531,0.040547,1291.992188,0.038864,430.664063,0.03816,1313.525391,0.037741,?
152,'2023/10/24 14:55:52:937',4,0.408163,947.460938,0.071565,968.994141,0.06995,1313.525391,0.053603,925.927734,0.052936,344.53125,0.049277,990.527344,0.047984,430.664063,0.045056,258.398438,0.043799,322.998047,0.042987,236.865234,0.039047,?
153,'2023/10/24 14:55:53:656',4,0.452307,387.597656,0.136331,409.130859,0.130095,366.064453,0.118335,430.664063,0.099931,344.53125,0.075613,516.796875,0.050449,452.197266,0.046906,495.263672,0.04498,538.330078,0.044377,322.998047,0.04339,?
154,'2023/10/24 14:55:53:671',4,0.452307,387.597656,0.136331,409.130859,0.130095,366.064453,0.118335,430.664063,0.099931,344.53125,0.075613,516.796875,0.050449,452.197266,0.046906,495.263672,0.04498,538.330078,0.044377,322.998047,0.04339,?
155,'2023/10/24 14:55:53:890',4,0.461799,279.931641,0.078097,301.464844,0.075041,322.998047,0.073851,344.53125,0.072079,258.398438,0.068467,366.064453,0.063971,236.865234,0.063845,1012.060547,0.05254,387.597656,0.051916,1033.59375,0.049278,?
156,'2023/10/24 14:55:53:906',4,0.461799,279.931641,0.078097,301.464844,0.075041,322.998047,0.073851,344.53125,0.072079,258.398438,0.068467,366.064453,0.063971,236.865234,0.063845,1012.060547,0.05254,387.597656,0.051916,1033.59375,0.049278,?
157,'2023/10/24 14:55:53:923',4,0.416821,258.398438,0.209855,344.53125,0.116723,1012.060547,0.114546,279.931641,0.113086,904.394531,0.095368,322.998047,0.089643,882.861328,0.084457,301.464844,0.073129,409.130859,0.071847,387.597656,0.064892,?
158,'2023/10/24 14:55:54:089',4,0.415458,258.398438,0.119224,344.53125,0.080844,322.998047,0.077701,904.394531,0.077153,882.861328,0.076251,990.527344,0.055148,1012.060547,0.05136,279.931641,0.050826,366.064453,0.048636,839.794922,0.043318,?
159,'2023/10/24 14:55:54:187',4,0.403118,904.394531,0.134992,882.861328,0.11349,258.398438,0.081663,279.931641,0.066635,861.328125,0.05979,301.464844,0.048394,344.53125,0.045975,925.927734,0.04213,409.130859,0.039078,1701.123047,0.038415,?
160,'2023/10/24 14:55:54:387',4,0.43747,882.861328,0.221675,861.328125,0.198488,258.398438,0.145318,839.794922,0.096886,904.394531,0.077947,279.931641,0.070089,1270.458984,0.068927,344.53125,0.067913,1701.123047,0.062324,322.998047,0.051353,?
161,'2023/10/24 14:55:54:404',4,0.43747,882.861328,0.221675,861.328125,0.198488,258.398438,0.145318,839.794922,0.096886,904.394531,0.077947,279.931641,0.070089,1270.458984,0.068927,344.53125,0.067913,1701.123047,0.062324,322.998047,0.051353,?
162,'2023/10/24 14:55:56:391',4,0.490869,0,0.04677,0,0.04677,0,0.04677,0,0.04677,0,0.04677,0,0.04677,0,0.04677,0,0.04677,0,0.04677,0,0.04677,?
163,'2023/10/24 14:55:56:407',4,0.490869,0,0.04677,0,0.04677,0,0.04677,0,0.04677,0,0.04677,0,0.04677,0,0.04677,0,0.04677,0,0.04677,0,0.04677,?
164,'2023/10/24 14:55:57:345',4,0.459348,409.130859,0.129683,387.597656,0.129218,366.064453,0.111691,430.664063,0.096939,344.53125,0.069988,968.994141,0.055671,452.197266,0.053734,990.527344,0.052064,947.460938,0.049985,516.796875,0.046356,?
165,'2023/10/24 14:55:58:109',4,0.446729,387.597656,0.168579,409.130859,0.16839,366.064453,0.130074,430.664063,0.125859,344.53125,0.084327,452.197266,0.056713,516.796875,0.051964,495.263672,0.045342,538.330078,0.043935,258.398438,0.042974,?
166,'2023/10/24 14:56:06:610',5,0.410453,495.263672,0.093037,258.398438,0.081276,279.931641,0.065074,1378.125,0.06484,473.730469,0.062351,516.796875,0.060901,1012.060547,0.05453,1033.59375,0.050399,344.53125,0.050356,2131.787109,0.045461,?
167,'2023/10/24 14:56:06:627',5,0.410453,495.263672,0.093037,258.398438,0.081276,279.931641,0.065074,1378.125,0.06484,473.730469,0.062351,516.796875,0.060901,1012.060547,0.05453,1033.59375,0.050399,344.53125,0.050356,2131.787109,0.045461,?
168,'2023/10/24 14:56:06:660',5,0.453356,1012.060547,0.11276,279.931641,0.110319,1033.59375,0.106315,904.394531,0.092548,990.527344,0.087325,925.927734,0.080327,882.861328,0.077701,1055.126953,0.070666,473.730469,0.060302,301.464844,0.058297,?
169,'2023/10/24 14:56:06:677',5,0.453356,1012.060547,0.11276,279.931641,0.110319,1033.59375,0.106315,904.394531,0.092548,990.527344,0.087325,925.927734,0.080327,882.861328,0.077701,1055.126953,0.070666,473.730469,0.060302,301.464844,0.058297,?
170,'2023/10/24 14:56:10:196',5,0.411304,258.398438,0.051464,366.064453,0.047012,1012.060547,0.044164,3746.777344,0.044056,344.53125,0.043729,495.263672,0.038949,2820.849609,0.037302,3725.244141,0.035623,1916.455078,0.035393,3380.712891,0.034714,?
171,'2023/10/24 14:56:10:210',5,0.411304,258.398438,0.051464,366.064453,0.047012,1012.060547,0.044164,3746.777344,0.044056,344.53125,0.043729,495.263672,0.038949,2820.849609,0.037302,3725.244141,0.035623,1916.455078,0.035393,3380.712891,0.034714,?
172,'2023/10/24 14:56:10:328',5,0.494542,279.931641,0.193662,258.398438,0.096321,366.064453,0.081308,301.464844,0.057232,516.796875,0.055039,1378.125,0.049859,344.53125,0.04868,1012.060547,0.048286,882.861328,0.047449,1356.591797,0.04683,?
173,'2023/10/24 14:56:13:577',5,0.467328,258.398438,0.023656,538.330078,0.020209,559.863281,0.01918,516.796875,0.018164,1916.455078,0.017523,1937.988281,0.017154,4974.169922,0.017023,581.396484,0.016873,215.332031,0.016761,710.595703,0.016709,?
174,'2023/10/24 14:56:13:593',5,0.467328,258.398438,0.023656,538.330078,0.020209,559.863281,0.01918,516.796875,0.018164,1916.455078,0.017523,1937.988281,0.017154,4974.169922,0.017023,581.396484,0.016873,215.332031,0.016761,710.595703,0.016709,?
175,'2023/10/24 14:56:15:394',5,0.483093,495.263672,0.095553,516.796875,0.094539,473.730469,0.090813,538.330078,0.084715,452.197266,0.081331,387.597656,0.078391,409.130859,0.076905,430.664063,0.074757,215.332031,0.071362,366.064453,0.071011,?
176,'2023/10/24 14:56:15:410',5,0.482486,495.263672,0.095553,516.796875,0.094539,473.730469,0.090813,538.330078,0.084715,452.197266,0.081331,387.597656,0.078391,409.130859,0.076905,430.664063,0.074757,215.332031,0.071362,366.064453,0.071011,?
177,'2023/10/24 14:56:15:762',5,0.473734,366.064453,0.083662,322.998047,0.083425,344.53125,0.08098,301.464844,0.078664,387.597656,0.070733,279.931641,0.070391,409.130859,0.067258,430.664063,0.064661,258.398438,0.061542,452.197266,0.061143,?
178,'2023/10/24 14:56:17:445',5,0.480271,495.263672,0.09081,516.796875,0.085257,473.730469,0.082794,452.197266,0.072268,538.330078,0.06768,990.527344,0.062549,1012.060547,0.060376,968.994141,0.059011,430.664063,0.054993,366.064453,0.05497,?
179,'2023/10/24 14:56:17:461',5,0.470705,495.263672,0.102063,516.796875,0.097443,473.730469,0.083766,1012.060547,0.070508,538.330078,0.069201,366.064453,0.066096,1033.59375,0.064567,990.527344,0.064447,452.197266,0.062721,344.53125,0.059238,?
180,'2023/10/24 14:56:17:644',5,0.479264,495.263672,0.099821,473.730469,0.090321,516.796875,0.09026,1012.060547,0.073947,452.197266,0.073232,990.527344,0.072498,538.330078,0.070569,1033.59375,0.068141,968.994141,0.06309,366.064453,0.058883,?
181,'2023/10/24 14:56:17:944',5,0.487045,279.931641,0.164552,322.998047,0.153758,366.064453,0.142541,301.464844,0.136843,516.796875,0.111562,452.197266,0.103353,387.597656,0.098151,344.53125,0.096072,495.263672,0.09248,473.730469,0.077209,?
182,'2023/10/24 14:56:17:961',5,0.487045,279.931641,0.164552,322.998047,0.153758,366.064453,0.142541,301.464844,0.136843,516.796875,0.111562,452.197266,0.103353,387.597656,0.098151,344.53125,0.096072,495.263672,0.09248,473.730469,0.077209,?
183,'2023/10/24 14:56:18:111',5,0.480796,322.998047,0.162346,344.53125,0.132943,366.064453,0.106456,258.398438,0.089148,409.130859,0.082452,430.664063,0.072304,387.597656,0.068706,279.931641,0.059515,301.464844,0.054208,990.527344,0.045669,?
184,'2023/10/24 14:56:18:127',5,0.448105,322.998047,0.15259,344.53125,0.143733,366.064453,0.122133,258.398438,0.116444,387.597656,0.089591,301.464844,0.069306,409.130859,0.065509,279.931641,0.058384,861.328125,0.05762,430.664063,0.055305,?
185,'2023/10/24 14:56:18:560',5,0.438242,279.931641,0.230016,322.998047,0.174832,258.398438,0.164825,301.464844,0.159422,344.53125,0.131524,495.263672,0.084423,473.730469,0.079544,516.796875,0.069728,215.332031,0.054757,387.597656,0.053583,?
186,'2023/10/24 14:56:18:577',5,0.438242,279.931641,0.230016,322.998047,0.174832,258.398438,0.164825,301.464844,0.159422,344.53125,0.131524,495.263672,0.084423,473.730469,0.079544,516.796875,0.069728,215.332031,0.054757,387.597656,0.053583,?
187,'2023/10/24 14:56:18:595',5,0.438242,279.931641,0.230016,322.998047,0.174832,258.398438,0.164825,301.464844,0.159422,344.53125,0.131524,495.263672,0.084423,473.730469,0.079544,516.796875,0.069728,215.332031,0.054757,387.597656,0.053583,?
188,'2023/10/24 14:56:19:246',5,0.431145,258.398438,0.165047,279.931641,0.159256,495.263672,0.149614,473.730469,0.129988,516.796875,0.103138,366.064453,0.100586,387.597656,0.093482,430.664063,0.081117,409.130859,0.071009,452.197266,0.068215,?
189,'2023/10/24 14:56:19:260',5,0.405892,258.398438,0.202153,279.931641,0.191968,495.263672,0.158626,473.730469,0.115785,516.796875,0.10155,366.064453,0.095841,387.597656,0.088898,452.197266,0.087643,409.130859,0.087301,344.53125,0.063704,?
190,'2023/10/24 14:56:19:277',5,0.405892,258.398438,0.202153,279.931641,0.191968,495.263672,0.158626,473.730469,0.115785,516.796875,0.10155,366.064453,0.095841,387.597656,0.088898,452.197266,0.087643,409.130859,0.087301,344.53125,0.063704,?
191,'2023/10/24 14:56:19:345',5,0.420296,366.064453,0.14293,258.398438,0.125719,344.53125,0.112487,279.931641,0.10201,495.263672,0.089056,387.597656,0.085022,1012.060547,0.083545,990.527344,0.081466,473.730469,0.079896,322.998047,0.075181,?
192,'2023/10/24 14:56:19:379',5,0.416089,366.064453,0.13721,258.398438,0.121534,344.53125,0.118222,279.931641,0.104986,495.263672,0.089744,387.597656,0.089416,1012.060547,0.084897,473.730469,0.079466,990.527344,0.07933,0,0.078189,?
193,'2023/10/24 14:56:21:034',5,0.421936,495.263672,0.197883,279.931641,0.144734,473.730469,0.142138,258.398438,0.141021,516.796875,0.129165,344.53125,0.110256,366.064453,0.085495,538.330078,0.065859,387.597656,0.065612,559.863281,0.058202,?
194,'2023/10/24 14:56:21:052',5,0.421936,495.263672,0.197883,279.931641,0.144734,473.730469,0.142138,258.398438,0.141021,516.796875,0.129165,344.53125,0.110256,366.064453,0.085495,538.330078,0.065859,387.597656,0.065612,559.863281,0.058202,?
195,'2023/10/24 14:56:21:220',5,0.487211,775.195313,0.0276,796.728516,0.026636,818.261719,0.026033,753.662109,0.025961,839.794922,0.025958,732.128906,0.025905,710.595703,0.025862,667.529297,0.025345,689.0625,0.02533,861.328125,0.025277,?
196,'2023/10/24 14:56:21:234',5,0.487211,775.195313,0.0276,796.728516,0.026636,818.261719,0.026033,753.662109,0.025961,839.794922,0.025958,732.128906,0.025905,710.595703,0.025862,667.529297,0.025345,689.0625,0.02533,861.328125,0.025277,?
197,'2023/10/24 14:56:21:252',5,0.410335,258.398438,0.162543,279.931641,0.158016,495.263672,0.147465,1012.060547,0.13374,473.730469,0.110759,516.796875,0.098784,366.064453,0.095911,1033.59375,0.080711,409.130859,0.075734,387.597656,0.063856,?
198,'2023/10/24 14:56:21:269',5,0.410335,258.398438,0.162543,279.931641,0.158016,495.263672,0.147465,1012.060547,0.13374,473.730469,0.110759,516.796875,0.098784,366.064453,0.095911,1033.59375,0.080711,409.130859,0.075734,387.597656,0.063856,?
199,'2023/10/24 14:56:21:389',5,0.461587,1012.060547,0.09594,495.263672,0.093202,1033.59375,0.087938,258.398438,0.086133,516.796875,0.083844,990.527344,0.081386,473.730469,0.077645,538.330078,0.066387,452.197266,0.062235,387.597656,0.060975,?
200,'2023/10/24 14:56:21:404',5,0.461587,1012.060547,0.09594,495.263672,0.093202,1033.59375,0.087938,258.398438,0.086133,516.796875,0.083844,990.527344,0.081386,473.730469,0.077645,538.330078,0.066387,452.197266,0.062235,387.597656,0.060975,?
201,'2023/10/24 14:56:22:724',5,0.426105,366.064453,0.131756,495.263672,0.122835,473.730469,0.102491,258.398438,0.095394,1012.060547,0.089989,279.931641,0.089062,516.796875,0.081733,990.527344,0.05896,236.865234,0.05626,1033.59375,0.052518,?
202,'2023/10/24 14:56:22:739',5,0.426105,366.064453,0.131756,495.263672,0.122835,473.730469,0.102491,258.398438,0.095394,1012.060547,0.089989,279.931641,0.089062,516.796875,0.081733,990.527344,0.05896,236.865234,0.05626,1033.59375,0.052518,?
203,'2023/10/24 14:56:22:858',5,0.478279,409.130859,0.105739,430.664063,0.10253,387.597656,0.102482,452.197266,0.093528,366.064453,0.089973,344.53125,0.083624,473.730469,0.079029,322.998047,0.065361,495.263672,0.058638,279.931641,0.054649,?
204,'2023/10/24 14:56:22:873',5,0.478279,409.130859,0.105739,430.664063,0.10253,387.597656,0.102482,452.197266,0.093528,366.064453,0.089973,344.53125,0.083624,473.730469,0.079029,322.998047,0.065361,495.263672,0.058638,279.931641,0.054649,?
205,'2023/10/24 14:56:22:888',5,0.462993,473.730469,0.206865,366.064453,0.175271,1012.060547,0.144307,387.597656,0.135912,344.53125,0.126007,430.664063,0.117071,279.931641,0.093431,861.328125,0.093181,882.861328,0.085918,516.796875,0.082951,?
206,'2023/10/24 14:56:22:905',5,0.462993,473.730469,0.206865,366.064453,0.175271,1012.060547,0.144307,387.597656,0.135912,344.53125,0.126007,430.664063,0.117071,279.931641,0.093431,861.328125,0.093181,882.861328,0.085918,516.796875,0.082951,?
207,'2023/10/24 14:56:23:308',5,0.466443,366.064453,0.064614,904.394531,0.064383,882.861328,0.064025,344.53125,0.063639,322.998047,0.063569,861.328125,0.060502,925.927734,0.060407,387.597656,0.058979,947.460938,0.053552,839.794922,0.053419,?
208,'2023/10/24 14:56:24:390',5,0.418563,882.861328,0.087178,904.394531,0.08404,968.994141,0.071744,925.927734,0.070584,861.328125,0.066817,947.460938,0.06542,990.527344,0.060171,258.398438,0.05668,667.529297,0.056242,366.064453,0.050338,?
209,'2023/10/24 14:56:24:925',5,0.432861,279.931641,0.170974,258.398438,0.161485,495.263672,0.150913,516.796875,0.114394,473.730469,0.110865,366.064453,0.103541,1378.125,0.09491,409.130859,0.079853,387.597656,0.076501,1399.658203,0.07415,?
210,'2023/10/24 14:56:24:939',5,0.455299,366.064453,0.232634,495.263672,0.213442,258.398438,0.209477,344.53125,0.149378,387.597656,0.132265,882.861328,0.126153,301.464844,0.120699,322.998047,0.11803,409.130859,0.109723,452.197266,0.105415,?
211,'2023/10/24 14:56:24:954',5,0.41589,366.064453,0.206562,344.53125,0.162266,258.398438,0.135813,301.464844,0.129587,882.861328,0.123661,495.263672,0.122038,322.998047,0.119925,236.865234,0.111692,387.597656,0.090172,473.730469,0.088207,?
212,'2023/10/24 14:56:37:143',6,0.49179,129.199219,0.037432,150.732422,0.028365,215.332031,0.028015,258.398438,0.027064,193.798828,0.026045,172.265625,0.02587,236.865234,0.025398,1033.59375,0.024879,279.931641,0.024598,1012.060547,0.024536,?
213,'2023/10/24 14:56:37:156',6,0.49179,129.199219,0.037432,150.732422,0.028365,215.332031,0.028015,258.398438,0.027064,193.798828,0.026045,172.265625,0.02587,236.865234,0.025398,1033.59375,0.024879,279.931641,0.024598,1012.060547,0.024536,?
214,'2023/10/24 14:56:37:257',6,0.489023,904.394531,0.103025,882.861328,0.098455,925.927734,0.086672,1012.060547,0.077992,1033.59375,0.077703,861.328125,0.076329,495.263672,0.063128,473.730469,0.062876,990.527344,0.060419,1055.126953,0.059994,?
215,'2023/10/24 14:56:37:272',6,0.422416,882.861328,0.168738,1012.060547,0.109207,1378.125,0.103223,925.927734,0.102677,1356.591797,0.097219,279.931641,0.089145,1033.59375,0.088155,904.394531,0.083367,258.398438,0.08291,861.328125,0.078187,?
216,'2023/10/24 14:56:37:289',6,0.401696,882.861328,0.185718,1012.060547,0.108783,1356.591797,0.1041,1378.125,0.098663,279.931641,0.095718,1033.59375,0.088307,925.927734,0.087152,904.394531,0.086651,258.398438,0.076976,495.263672,0.070386,?
217,'2023/10/24 14:56:37:309',6,0.401696,882.861328,0.185718,1012.060547,0.108783,1356.591797,0.1041,1378.125,0.098663,279.931641,0.095718,1033.59375,0.088307,925.927734,0.087152,904.394531,0.086651,258.398438,0.076976,495.263672,0.070386,?
218,'2023/10/24 14:56:37:324',6,0.401696,882.861328,0.185718,1012.060547,0.108783,1356.591797,0.1041,1378.125,0.098663,279.931641,0.095718,1033.59375,0.088307,925.927734,0.087152,904.394531,0.086651,258.398438,0.076976,495.263672,0.070386,?
219,'2023/10/24 14:56:37:774',6,0.404013,473.730469,0.063772,279.931641,0.04897,344.53125,0.046548,366.064453,0.043827,452.197266,0.040598,495.263672,0.037871,1399.658203,0.029732,1313.525391,0.028975,1335.058594,0.0289,1378.125,0.028335,?
