@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute outputs-1 {0,1,2,3}

@data
401,'2023/10/24 15:23:47:712',11,0.479872,861.328125,0.170166,387.597656,0.131662,882.861328,0.121513,925.927734,0.110285,839.794922,0.100393,473.730469,0.096764,301.464844,0.086879,968.994141,0.085675,366.064453,0.083479,409.130859,0.083362,?
402,'2023/10/24 15:23:47:729',11,0.487655,904.394531,0.183677,279.931641,0.18192,861.328125,0.152217,968.994141,0.122695,495.263672,0.110435,473.730469,0.104819,839.794922,0.095009,366.064453,0.093301,387.597656,0.088924,409.130859,0.087847,?
403,'2023/10/24 15:23:47:744',11,0.461281,882.861328,0.352393,279.931641,0.155849,301.464844,0.155279,904.394531,0.130677,452.197266,0.098231,473.730469,0.095636,495.263672,0.095545,322.998047,0.085536,236.865234,0.079654,667.529297,0.078943,?
404,'2023/10/24 15:23:47:761',11,0.461281,882.861328,0.352393,279.931641,0.155849,301.464844,0.155279,904.394531,0.130677,452.197266,0.098231,473.730469,0.095636,495.263672,0.095545,322.998047,0.085536,236.865234,0.079654,667.529297,0.078943,?
405,'2023/10/24 15:23:48:746',11,0.459045,387.597656,0.162844,366.064453,0.155655,344.53125,0.136298,409.130859,0.096905,322.998047,0.089914,301.464844,0.058235,430.664063,0.057814,21.533203,0.046198,279.931641,0.044835,473.730469,0.043908,?
406,'2023/10/24 15:23:48:760',11,0.459045,387.597656,0.162844,366.064453,0.155655,344.53125,0.136298,409.130859,0.096905,322.998047,0.089914,301.464844,0.058235,430.664063,0.057814,21.533203,0.046198,279.931641,0.044835,473.730469,0.043908,?
407,'2023/10/24 15:23:48:916',11,0.484609,409.130859,0.131898,387.597656,0.12957,366.064453,0.113815,430.664063,0.09962,344.53125,0.088191,452.197266,0.06973,236.865234,0.058782,258.398438,0.057473,215.332031,0.052008,322.998047,0.050981,?
408,'2023/10/24 15:23:49:046',11,0.427973,366.064453,0.224755,344.53125,0.181737,387.597656,0.120955,193.798828,0.109769,430.664063,0.08543,322.998047,0.082304,215.332031,0.076764,258.398438,0.059294,301.464844,0.04923,43.066406,0.044767,?
409,'2023/10/24 15:23:49:063',11,0.427973,366.064453,0.224755,344.53125,0.181737,387.597656,0.120955,193.798828,0.109769,430.664063,0.08543,322.998047,0.082304,215.332031,0.076764,258.398438,0.059294,301.464844,0.04923,43.066406,0.044767,?
410,'2023/10/24 15:23:50:783',11,0.45232,366.064453,0.141427,344.53125,0.138626,387.597656,0.109939,322.998047,0.095536,21.533203,0.0687,236.865234,0.066882,258.398438,0.066221,409.130859,0.063591,86.132813,0.054366,172.265625,0.05371,?
411,'2023/10/24 15:23:50:966',11,0.461406,366.064453,0.135263,344.53125,0.116703,387.597656,0.11576,409.130859,0.096953,430.664063,0.082029,452.197266,0.066737,322.998047,0.066529,172.265625,0.058097,43.066406,0.054784,64.599609,0.054113,?
412,'2023/10/24 15:23:50:981',11,0.461406,366.064453,0.135263,344.53125,0.116703,387.597656,0.11576,409.130859,0.096953,430.664063,0.082029,452.197266,0.066737,322.998047,0.066529,172.265625,0.058097,43.066406,0.054784,64.599609,0.054113,?
413,'2023/10/24 15:23:51:049',11,0.487871,193.798828,0.060928,258.398438,0.05221,344.53125,0.047197,473.730469,0.047116,322.998047,0.042152,236.865234,0.040709,172.265625,0.040684,301.464844,0.039521,387.597656,0.038668,495.263672,0.038518,?
414,'2023/10/24 15:23:51:065',11,0.432395,344.53125,0.14249,279.931641,0.094273,366.064453,0.08891,322.998047,0.060858,301.464844,0.057699,258.398438,0.057473,473.730469,0.055086,387.597656,0.053509,882.861328,0.050475,430.664063,0.049445,?
415,'2023/10/24 15:23:51:349',11,0.470123,409.130859,0.107188,387.597656,0.105065,495.263672,0.104948,516.796875,0.090791,882.861328,0.090555,861.328125,0.089765,473.730469,0.088119,430.664063,0.079593,839.794922,0.06576,904.394531,0.065448,?
416,'2023/10/24 15:23:51:366',11,0.470123,409.130859,0.107188,387.597656,0.105065,495.263672,0.104948,516.796875,0.090791,882.861328,0.090555,861.328125,0.089765,473.730469,0.088119,430.664063,0.079593,839.794922,0.06576,904.394531,0.065448,?
417,'2023/10/24 15:23:51:568',11,0.427368,387.597656,0.185065,322.998047,0.169495,409.130859,0.110323,430.664063,0.10094,366.064453,0.08725,301.464844,0.080732,602.929688,0.067405,193.798828,0.0622,279.931641,0.052657,344.53125,0.051142,?
418,'2023/10/24 15:23:51:682',11,0.439603,322.998047,0.1683,344.53125,0.155867,366.064453,0.14153,409.130859,0.129064,495.263672,0.123407,301.464844,0.120352,452.197266,0.108655,430.664063,0.095017,473.730469,0.086624,387.597656,0.081898,?
419,'2023/10/24 15:23:51:701',11,0.439603,322.998047,0.1683,344.53125,0.155867,366.064453,0.14153,409.130859,0.129064,495.263672,0.123407,301.464844,0.120352,452.197266,0.108655,430.664063,0.095017,473.730469,0.086624,387.597656,0.081898,?
420,'2023/10/24 15:23:52:351',11,0.443268,279.931641,0.109742,322.998047,0.098214,215.332031,0.08871,301.464844,0.086334,366.064453,0.073206,344.53125,0.07068,193.798828,0.069326,409.130859,0.051592,430.664063,0.050085,172.265625,0.048444,?
421,'2023/10/24 15:23:52:366',11,0.443268,279.931641,0.109742,322.998047,0.098214,215.332031,0.08871,301.464844,0.086334,366.064453,0.073206,344.53125,0.07068,193.798828,0.069326,409.130859,0.051592,430.664063,0.050085,172.265625,0.048444,?
422,'2023/10/24 15:23:52:466',11,0.424535,366.064453,0.137831,344.53125,0.121907,258.398438,0.120759,236.865234,0.103811,387.597656,0.087567,409.130859,0.080563,0,0.080208,0,0.080208,0,0.080208,0,0.080208,?
423,'2023/10/24 15:23:52:514',11,0.464053,258.398438,0.158261,236.865234,0.103466,215.332031,0.087457,301.464844,0.077376,279.931641,0.070985,322.998047,0.063422,344.53125,0.050498,516.796875,0.046154,193.798828,0.045047,0,0.044531,?
424,'2023/10/24 15:23:52:531',11,0.464053,258.398438,0.158261,236.865234,0.103466,215.332031,0.087457,301.464844,0.077376,279.931641,0.070985,322.998047,0.063422,344.53125,0.050498,516.796875,0.046154,193.798828,0.045047,0,0.044531,?
425,'2023/10/24 15:23:52:549',11,0.464053,258.398438,0.158261,236.865234,0.103466,215.332031,0.087457,301.464844,0.077376,279.931641,0.070985,322.998047,0.063422,344.53125,0.050498,516.796875,0.046154,193.798828,0.045047,0,0.044531,?
426,'2023/10/24 15:23:53:717',11,0.459618,387.597656,0.178358,366.064453,0.104041,344.53125,0.074659,409.130859,0.066591,322.998047,0.064971,301.464844,0.062,258.398438,0.055743,430.664063,0.053716,64.599609,0.053355,279.931641,0.048806,?
427,'2023/10/24 15:23:53:917',11,0.47336,387.597656,0.087455,409.130859,0.082675,366.064453,0.082465,344.53125,0.076578,430.664063,0.075037,322.998047,0.065699,452.197266,0.062734,301.464844,0.04982,473.730469,0.047108,129.199219,0.042406,?
428,'2023/10/24 15:23:54:064',11,0.451474,366.064453,0.157542,387.597656,0.147487,409.130859,0.120374,344.53125,0.117058,430.664063,0.072605,279.931641,0.064009,322.998047,0.06274,258.398438,0.051287,301.464844,0.048346,452.197266,0.04764,?
429,'2023/10/24 15:23:54:083',11,0.451474,366.064453,0.157542,387.597656,0.147487,409.130859,0.120374,344.53125,0.117058,430.664063,0.072605,279.931641,0.064009,322.998047,0.06274,258.398438,0.051287,301.464844,0.048346,452.197266,0.04764,?
430,'2023/10/24 15:23:55:635',11,0.448252,387.597656,0.137301,366.064453,0.131844,344.53125,0.087213,21.533203,0.082102,193.798828,0.069254,409.130859,0.067466,279.931641,0.063733,258.398438,0.062889,215.332031,0.055547,236.865234,0.054661,?
431,'2023/10/24 15:23:55:652',11,0.448252,387.597656,0.137301,366.064453,0.131844,344.53125,0.087213,21.533203,0.082102,193.798828,0.069254,409.130859,0.067466,279.931641,0.063733,258.398438,0.062889,215.332031,0.055547,236.865234,0.054661,?
432,'2023/10/24 15:23:55:766',11,0.488565,258.398438,0.044581,21.533203,0.044353,215.332031,0.043317,236.865234,0.042068,107.666016,0.040615,43.066406,0.040399,86.132813,0.039571,64.599609,0.038613,0,0.038494,0,0.038494,?
433,'2023/10/24 15:23:55:786',11,0.446276,366.064453,0.108868,387.597656,0.107724,344.53125,0.078224,409.130859,0.069693,258.398438,0.064419,279.931641,0.062073,172.265625,0.053288,43.066406,0.048964,107.666016,0.045592,64.599609,0.044206,?
434,'2023/10/24 15:23:55:908',11,0.418044,366.064453,0.114668,387.597656,0.100821,258.398438,0.074553,193.798828,0.070181,279.931641,0.062873,172.265625,0.057521,43.066406,0.048974,129.199219,0.04804,86.132813,0.046637,430.664063,0.04355,?
435,'2023/10/24 15:23:55:955',11,0.469605,904.394531,0.112213,882.861328,0.108569,925.927734,0.099085,279.931641,0.09712,861.328125,0.096024,301.464844,0.090018,322.998047,0.089925,947.460938,0.076068,344.53125,0.075349,839.794922,0.067459,?
436,'2023/10/24 15:23:55:972',11,0.469605,904.394531,0.112213,882.861328,0.108569,925.927734,0.099085,279.931641,0.09712,861.328125,0.096024,301.464844,0.090018,322.998047,0.089925,947.460938,0.076068,344.53125,0.075349,839.794922,0.067459,?
437,'2023/10/24 15:23:56:173',11,0.458867,861.328125,0.17404,904.394531,0.157275,279.931641,0.140394,387.597656,0.115197,516.796875,0.113131,258.398438,0.10431,882.861328,0.104273,409.130859,0.087906,344.53125,0.080293,839.794922,0.078674,?
438,'2023/10/24 15:23:56:191',11,0.458867,861.328125,0.17404,904.394531,0.157275,279.931641,0.140394,387.597656,0.115197,516.796875,0.113131,258.398438,0.10431,882.861328,0.104273,409.130859,0.087906,344.53125,0.080293,839.794922,0.078674,?
439,'2023/10/24 15:23:56:457',11,0.42176,495.263672,0.134148,430.664063,0.118466,473.730469,0.102441,452.197266,0.084027,516.796875,0.081265,258.398438,0.078876,409.130859,0.06307,301.464844,0.062779,322.998047,0.055416,538.330078,0.052645,?
440,'2023/10/24 15:23:56:473',11,0.42176,495.263672,0.134148,430.664063,0.118466,473.730469,0.102441,452.197266,0.084027,516.796875,0.081265,258.398438,0.078876,409.130859,0.06307,301.464844,0.062779,322.998047,0.055416,538.330078,0.052645,?
441,'2023/10/24 15:23:57:306',11,0.412126,387.597656,0.095129,279.931641,0.091279,258.398438,0.084734,495.263672,0.081511,818.261719,0.075256,516.796875,0.073136,409.130859,0.071414,473.730469,0.065434,366.064453,0.060735,559.863281,0.055098,?
442,'2023/10/24 15:23:57:321',11,0.412126,387.597656,0.095129,279.931641,0.091279,258.398438,0.084734,495.263672,0.081511,818.261719,0.075256,516.796875,0.073136,409.130859,0.071414,473.730469,0.065434,366.064453,0.060735,559.863281,0.055098,?
443,'2023/10/24 15:23:57:355',11,0.488836,258.398438,0.130638,236.865234,0.08539,215.332031,0.071671,366.064453,0.063435,193.798828,0.062521,172.265625,0.056756,344.53125,0.055227,818.261719,0.052906,322.998047,0.048309,279.931641,0.048092,?
444,'2023/10/24 15:23:57:373',11,0.406101,366.064453,0.202043,387.597656,0.181257,258.398438,0.139113,129.199219,0.127389,236.865234,0.125549,279.931641,0.118778,301.464844,0.102529,215.332031,0.097629,107.666016,0.090606,839.794922,0.081027,?
445,'2023/10/24 15:23:57:389',11,0.406101,366.064453,0.202043,387.597656,0.181257,258.398438,0.139113,129.199219,0.127389,236.865234,0.125549,279.931641,0.118778,301.464844,0.102529,215.332031,0.097629,107.666016,0.090606,839.794922,0.081027,?
446,'2023/10/24 15:23:58:191',11,0.436288,387.597656,0.155922,366.064453,0.145278,0,0.102993,0,0.102993,0,0.102993,0,0.102993,0,0.102993,0,0.102993,0,0.102993,0,0.102993,?
447,'2023/10/24 15:23:58:206',11,0.431921,387.597656,0.155922,366.064453,0.145278,0,0.102993,0,0.102993,0,0.102993,0,0.102993,0,0.102993,0,0.102993,0,0.102993,0,0.102993,?
448,'2023/10/24 15:23:58:354',11,0.452917,366.064453,0.18985,387.597656,0.17984,409.130859,0.137289,344.53125,0.134254,430.664063,0.094212,452.197266,0.071719,322.998047,0.059137,279.931641,0.052445,473.730469,0.050719,43.066406,0.048791,?
449,'2023/10/24 15:23:59:242',11,0.478115,387.597656,0.126011,409.130859,0.120747,366.064453,0.117226,430.664063,0.104524,344.53125,0.096717,452.197266,0.081049,0,0.075929,0,0.075929,0,0.075929,0,0.075929,?
450,'2023/10/24 15:23:59:257',11,0.478115,387.597656,0.126011,409.130859,0.120747,366.064453,0.117226,430.664063,0.104524,344.53125,0.096717,452.197266,0.081049,0,0.075929,0,0.075929,0,0.075929,0,0.075929,?
451,'2023/10/24 15:23:59:373',11,0.46634,193.798828,0.049385,0,0.040592,0,0.040592,0,0.040592,0,0.040592,0,0.040592,0,0.040592,0,0.040592,0,0.040592,0,0.040592,?
452,'2023/10/24 16:22:06:305',12,0.482937,344.53125,516.796875,258.398438,473.730469,387.597656,990.527344,1033.59375,301.464844,215.332031,172.265625,0.25542,0.239459,0.200554,0.18943,0.189198,0.145115,0.119829,0.111729,0.101356,0.100526,?
453,'2023/10/24 16:22:06:320',12,0.436721,344.53125,301.464844,473.730469,258.398438,516.796875,387.597656,1033.59375,990.527344,215.332031,1076.660156,0.270147,0.245052,0.178912,0.166015,0.135843,0.135689,0.135058,0.089213,0.066552,0.055113,?
454,'2023/10/24 16:22:06:335',12,0.436721,344.53125,301.464844,473.730469,258.398438,516.796875,387.597656,1033.59375,990.527344,215.332031,1076.660156,0.270147,0.245052,0.178912,0.166015,0.135843,0.135689,0.135058,0.089213,0.066552,0.055113,?
455,'2023/10/24 16:22:06:485',12,0.489037,344.53125,387.597656,301.464844,430.664063,473.730469,258.398438,215.332031,516.796875,559.863281,172.265625,0.131898,0.122713,0.120763,0.120146,0.105957,0.101641,0.088046,0.085849,0.062118,0.060578,?
456,'2023/10/24 16:22:06:503',12,0.489037,344.53125,387.597656,301.464844,430.664063,473.730469,258.398438,215.332031,516.796875,559.863281,172.265625,0.131898,0.122713,0.120763,0.120146,0.105957,0.101641,0.088046,0.085849,0.062118,0.060578,?
457,'2023/10/24 16:22:06:521',12,0.424795,258.398438,387.597656,473.730469,344.53125,301.464844,430.664063,215.332031,516.796875,990.527344,689.0625,0.283313,0.266407,0.201898,0.157863,0.139537,0.130014,0.081135,0.077338,0.075869,0.064489,?
458,'2023/10/24 16:22:06:534',12,0.424795,258.398438,387.597656,473.730469,344.53125,301.464844,430.664063,215.332031,516.796875,990.527344,689.0625,0.283313,0.266407,0.201898,0.157863,0.139537,0.130014,0.081135,0.077338,0.075869,0.064489,?
459,'2023/10/24 16:22:07:852',12,0.48733,344.53125,430.664063,387.597656,473.730469,301.464844,516.796875,559.863281,258.398438,215.332031,172.265625,0.110306,0.107148,0.104717,0.102852,0.09748,0.097187,0.080135,0.078977,0.072592,0.066158,?
460,'2023/10/24 16:22:07:866',12,0.410198,258.398438,301.464844,473.730469,516.796875,215.332031,430.664063,172.265625,559.863281,344.53125,43.066406,0.291116,0.131854,0.108292,0.095859,0.083486,0.058143,0.04324,0.043229,0.039577,0.035598,?
461,'2023/10/24 16:22:07:885',12,0.406093,258.398438,301.464844,215.332031,516.796875,473.730469,172.265625,0,0,0,0,0.278139,0.121824,0.084898,0.072849,0.07121,0.042746,0.042286,0.042286,0.042286,0.042286,?
462,'2023/10/24 16:22:07:901',12,0.487146,301.464844,258.398438,344.53125,387.597656,430.664063,0,0,0,0,0,0.122203,0.104836,0.067339,0.059946,0.052223,0.050522,0.050522,0.050522,0.050522,0.050522,?
463,'2023/10/24 16:22:07:919',12,0.446067,258.398438,301.464844,387.597656,344.53125,516.796875,215.332031,473.730469,559.863281,861.328125,645.996094,0.481899,0.232641,0.136977,0.133566,0.115925,0.08534,0.078193,0.072091,0.067168,0.059767,?
464,'2023/10/24 16:22:07:936',12,0.446067,258.398438,301.464844,387.597656,344.53125,516.796875,215.332031,473.730469,559.863281,861.328125,645.996094,0.481899,0.232641,0.136977,0.133566,0.115925,0.08534,0.078193,0.072091,0.067168,0.059767,?
465,'2023/10/24 16:22:08:037',12,0.451482,258.398438,387.597656,473.730469,430.664063,516.796875,301.464844,344.53125,172.265625,129.199219,732.128906,0.36362,0.309174,0.227719,0.168168,0.153906,0.106461,0.105582,0.080508,0.079905,0.059263,?
466,'2023/10/24 16:22:09:007',12,0.438152,344.53125,258.398438,301.464844,387.597656,430.664063,473.730469,0,0,0,0,0.386081,0.241759,0.187307,0.13054,0.123259,0.096498,0.065423,0.065423,0.065423,0.065423,?
467,'2023/10/24 16:22:09:025',12,0.425127,344.53125,258.398438,301.464844,387.597656,430.664063,473.730469,172.265625,516.796875,215.332031,0,0.379148,0.259767,0.167385,0.136765,0.123741,0.09105,0.069533,0.065011,0.058433,0.04872,?
468,'2023/10/24 16:22:09:071',12,0.42917,344.53125,258.398438,301.464844,387.597656,861.328125,473.730469,645.996094,2110.253906,430.664063,904.394531,0.282197,0.221767,0.16614,0.154791,0.115492,0.062891,0.060543,0.05767,0.056691,0.05527,?
469,'2023/10/24 16:22:09:091',12,0.42917,344.53125,258.398438,301.464844,387.597656,861.328125,473.730469,645.996094,430.664063,2110.253906,904.394531,0.280168,0.223845,0.164288,0.156158,0.11413,0.064885,0.062149,0.05813,0.057835,0.056765,?
470,'2023/10/24 16:23:35:915',13,0.415171,344.53125,258.398438,301.464844,516.796875,387.597656,1033.59375,473.730469,430.664063,990.527344,1894.921875,0.179116,0.163331,0.162383,0.142999,0.139245,0.119821,0.110441,0.078516,0.069563,0.066758,1
471,'2023/10/24 16:23:35:931',13,0.360633,258.398438,301.464844,344.53125,215.332031,473.730469,1033.59375,129.199219,516.796875,1894.921875,86.132813,0.213488,0.111669,0.058879,0.040092,0.032655,0.027721,0.023898,0.023585,0.022545,0.020914,1
472,'2023/10/24 16:23:35:948',13,0.360633,258.398438,301.464844,344.53125,215.332031,473.730469,387.597656,1894.921875,1033.59375,430.664063,990.527344,0.204147,0.119544,0.068418,0.037305,0.034852,0.02811,0.022921,0.022261,0.021304,0.020347,1
473,'2023/10/24 16:23:36:031',13,0.398584,301.464844,344.53125,387.597656,645.996094,473.730469,559.863281,602.929688,430.664063,689.0625,732.128906,0.034505,0.033223,0.030196,0.030125,0.029579,0.029028,0.02896,0.028768,0.028301,0.028048,1
474,'2023/10/24 16:23:36:047',13,0.444988,516.796875,344.53125,990.527344,473.730469,387.597656,258.398438,1033.59375,301.464844,559.863281,947.460938,0.219106,0.199935,0.197273,0.181586,0.179684,0.169502,0.165601,0.092661,0.08044,0.076238,1
475,'2023/10/24 16:23:36:065',13,0.386533,258.398438,301.464844,344.53125,387.597656,1033.59375,473.730469,516.796875,215.332031,990.527344,861.328125,0.177127,0.081353,0.065184,0.063817,0.058072,0.054221,0.044825,0.041955,0.038764,0.024603,1
476,'2023/10/24 16:23:36:079',13,0.386533,258.398438,301.464844,344.53125,387.597656,1033.59375,473.730469,516.796875,215.332031,990.527344,861.328125,0.177127,0.081353,0.065184,0.063817,0.058072,0.054221,0.044825,0.041955,0.038764,0.024603,1
477,'2023/10/24 16:23:36:096',13,0.335757,258.398438,301.464844,344.53125,0,0,0,0,0,0,0,0.142614,0.061809,0.050333,0.026917,0.026917,0.026917,0.026917,0.026917,0.026917,0.026917,1
478,'2023/10/24 16:23:36:131',13,0.350118,516.796875,344.53125,990.527344,387.597656,1033.59375,473.730469,215.332031,258.398438,559.863281,301.464844,0.137091,0.132938,0.112627,0.103233,0.096094,0.09369,0.07414,0.07311,0.068342,0.064455,1
479,'2023/10/24 16:23:36:148',13,0.350118,516.796875,344.53125,990.527344,387.597656,1033.59375,473.730469,215.332031,258.398438,559.863281,301.464844,0.137091,0.132938,0.112627,0.103233,0.096094,0.09369,0.07414,0.07311,0.068342,0.064455,1
480,'2023/10/24 16:23:36:164',13,0.304125,387.597656,473.730469,258.398438,430.664063,1033.59375,516.796875,990.527344,344.53125,301.464844,215.332031,0.109343,0.10099,0.083642,0.082304,0.079678,0.065493,0.056941,0.042112,0.035193,0.035152,1
481,'2023/10/24 16:23:36:247',13,0.453957,473.730469,387.597656,344.53125,258.398438,301.464844,516.796875,430.664063,904.394531,861.328125,689.0625,0.223599,0.219151,0.195195,0.180273,0.171359,0.112726,0.101196,0.08652,0.081851,0.073942,1
482,'2023/10/24 16:23:36:264',13,0.394324,258.398438,387.597656,344.53125,430.664063,645.996094,516.796875,301.464844,215.332031,473.730469,990.527344,0.192998,0.129007,0.12372,0.085153,0.070219,0.067803,0.057537,0.05407,0.044462,0.039941,1
483,'2023/10/24 16:23:36:281',13,0.356587,258.398438,344.53125,301.464844,473.730469,387.597656,645.996094,516.796875,1033.59375,172.265625,689.0625,0.126562,0.059221,0.053158,0.047777,0.039589,0.034725,0.031323,0.020561,0.020445,0.020002,1
484,'2023/10/24 16:23:36:297',13,0.342524,258.398438,473.730469,387.597656,645.996094,516.796875,301.464844,215.332031,689.0625,172.265625,430.664063,0.105666,0.050713,0.038452,0.025928,0.024445,0.022584,0.02255,0.022126,0.020288,0.019557,1
485,'2023/10/24 16:23:36:312',13,0.300537,258.398438,301.464844,387.597656,645.996094,430.664063,215.332031,861.328125,473.730469,602.929688,559.863281,0.050209,0.018398,0.018044,0.01746,0.013471,0.011989,0.011056,0.009994,0.009747,0.006759,1
486,'2023/10/24 16:23:36:331',13,0.383974,301.464844,387.597656,344.53125,258.398438,430.664063,473.730469,516.796875,215.332031,904.394531,689.0625,0.142257,0.141511,0.137759,0.108042,0.092742,0.088895,0.072175,0.040744,0.034491,0.032242,1
487,'2023/10/24 16:23:36:347',13,0.380131,387.597656,344.53125,301.464844,258.398438,473.730469,430.664063,516.796875,215.332031,904.394531,172.265625,0.155345,0.137984,0.132659,0.127149,0.106134,0.075218,0.064273,0.041559,0.040225,0.034716,1
488,'2023/10/24 16:23:36:366',13,0.384402,473.730469,258.398438,516.796875,301.464844,387.597656,344.53125,559.863281,430.664063,645.996094,172.265625,0.225248,0.217289,0.187552,0.131477,0.0596,0.057934,0.05623,0.050531,0.0429,0.040128,1
489,'2023/10/24 16:23:36:381',13,0.384402,473.730469,258.398438,516.796875,301.464844,387.597656,344.53125,559.863281,430.664063,645.996094,172.265625,0.225248,0.217289,0.187552,0.131477,0.0596,0.057934,0.05623,0.050531,0.0429,0.040128,1
490,'2023/10/24 16:23:36:397',13,0.399314,258.398438,344.53125,301.464844,387.597656,473.730469,215.332031,430.664063,904.394531,559.863281,645.996094,0.252011,0.188389,0.139961,0.088997,0.074392,0.046904,0.041037,0.03274,0.02794,0.027493,1
491,'2023/10/24 16:23:36:414',13,0.350365,258.398438,430.664063,301.464844,387.597656,215.332031,473.730469,172.265625,516.796875,861.328125,0,0.223674,0.088099,0.08014,0.070019,0.058791,0.050238,0.04384,0.04028,0.03488,0.028111,1
492,'2023/10/24 16:23:36:430',13,0.326543,258.398438,516.796875,473.730469,387.597656,344.53125,301.464844,172.265625,215.332031,861.328125,645.996094,0.196004,0.076115,0.058224,0.055038,0.038297,0.036348,0.033778,0.033382,0.033124,0.02734,1
493,'2023/10/24 16:23:37:466',13,0.474852,258.398438,344.53125,473.730469,516.796875,301.464844,990.527344,387.597656,1033.59375,172.265625,559.863281,0.32175,0.235826,0.221492,0.190759,0.164247,0.128094,0.114201,0.090496,0.087925,0.085806,1
494,'2023/10/24 16:23:37:480',13,0.412474,258.398438,301.464844,344.53125,215.332031,516.796875,473.730469,1033.59375,129.199219,559.863281,430.664063,0.497924,0.199553,0.102604,0.086938,0.06801,0.067863,0.043218,0.031917,0.030101,0.027121,1
495,'2023/10/24 16:23:37:497',13,0.408345,258.398438,301.464844,215.332031,344.53125,0,0,0,0,0,0,0.517767,0.183972,0.111891,0.091411,0.058626,0.058626,0.058626,0.058626,0.058626,0.058626,1
496,'2023/10/24 16:23:37:515',13,0.337305,258.398438,301.464844,215.332031,344.53125,172.265625,387.597656,129.199219,430.664063,86.132813,43.066406,0.319177,0.132445,0.083435,0.045914,0.04314,0.033424,0.032108,0.029088,0.027111,0.025982,1
497,'2023/10/24 16:23:37:599',13,0.487488,430.664063,387.597656,473.730469,344.53125,215.332031,516.796875,258.398438,172.265625,645.996094,602.929688,0.259974,0.234111,0.210968,0.149415,0.121243,0.116009,0.097953,0.087564,0.059084,0.046095,1
498,'2023/10/24 16:23:37:613',13,0.483225,387.597656,430.664063,344.53125,473.730469,215.332031,258.398438,172.265625,516.796875,86.132813,559.863281,0.280345,0.270325,0.189774,0.172991,0.150243,0.140231,0.081881,0.07561,0.064592,0.063845,1
499,'2023/10/24 16:23:37:632',13,0.428277,258.398438,344.53125,301.464844,387.597656,516.796875,473.730469,430.664063,0,0,0,0.373209,0.282246,0.237717,0.187401,0.108114,0.092433,0.073224,0.063366,0.063366,0.063366,1
500,'2023/10/24 16:23:37:647',13,0.372018,258.398438,301.464844,344.53125,215.332031,387.597656,172.265625,129.199219,0,0,0,0.17427,0.095285,0.056471,0.044685,0.037944,0.022428,0.020672,0.020095,0.020095,0.020095,1
501,'2023/10/24 16:23:37:663',13,0.301176,258.398438,516.796875,473.730469,301.464844,990.527344,1033.59375,559.863281,344.53125,387.597656,215.332031,0.159388,0.100903,0.088284,0.07604,0.044346,0.043154,0.038249,0.029144,0.027618,0.026869,1
502,'2023/10/24 16:23:39:198',13,0.449125,258.398438,344.53125,990.527344,473.730469,1033.59375,516.796875,387.597656,430.664063,947.460938,172.265625,0.176067,0.166832,0.166448,0.158621,0.149395,0.148635,0.143616,0.082611,0.078156,0.076548,1
503,'2023/10/24 16:23:39:214',13,0.449125,258.398438,344.53125,990.527344,473.730469,1033.59375,516.796875,387.597656,430.664063,947.460938,172.265625,0.176067,0.166832,0.166448,0.158621,0.149395,0.148635,0.143616,0.082611,0.078156,0.076548,1
504,'2023/10/24 16:23:39:229',13,0.363601,258.398438,301.464844,1033.59375,215.332031,473.730469,129.199219,172.265625,430.664063,904.394531,344.53125,0.190262,0.080974,0.03931,0.035117,0.032265,0.025621,0.025179,0.02346,0.023246,0.022109,1
505,'2023/10/24 16:23:39:248',13,0.31903,258.398438,301.464844,215.332031,172.265625,516.796875,387.597656,344.53125,1033.59375,129.199219,430.664063,0.139272,0.050099,0.039924,0.019018,0.017119,0.015861,0.015851,0.014873,0.013555,0.013047,1
506,'2023/10/24 16:23:39:431',13,0.305057,473.730469,430.664063,387.597656,516.796875,215.332031,344.53125,559.863281,258.398438,172.265625,990.527344,0.136447,0.129821,0.112962,0.108492,0.077229,0.056358,0.053364,0.051622,0.050985,0.044031,1
507,'2023/10/24 16:23:39:447',13,0.305057,473.730469,430.664063,387.597656,516.796875,215.332031,344.53125,559.863281,258.398438,172.265625,990.527344,0.136447,0.129821,0.112962,0.108492,0.077229,0.056358,0.053364,0.051622,0.050985,0.044031,1
508,'2023/10/24 16:23:39:532',13,0.444369,258.398438,387.597656,344.53125,473.730469,301.464844,430.664063,215.332031,990.527344,516.796875,1033.59375,0.273636,0.246286,0.243681,0.148065,0.13265,0.103503,0.059332,0.053563,0.051981,0.047546,1
