@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
189,'2023/10/22 16:28:58:598',4,0.401892,0,0.092257,0,0.092257,0,0.092257,0,0.092257,0,0.092257,?,?,?
188,'2023/10/22 16:28:58:582',4,0.442155,64.599609,0.122653,86.132813,0.094979,43.066406,0.064385,150.732422,0.061677,538.330078,0.047827,?,?,?
187,'2023/10/22 16:28:58:566',4,0.442155,64.599609,0.122653,86.132813,0.094979,43.066406,0.064385,150.732422,0.061677,538.330078,0.047827,?,?,?
186,'2023/10/22 16:28:57:396',4,0.260601,279.931641,0.011943,12962.988281,0.010342,236.865234,0.009526,12984.521484,0.008935,172.265625,0.008453,?,?,?
185,'2023/10/22 16:28:57:379',4,0.265897,279.931641,0.014469,12962.988281,0.010204,12984.521484,0.009021,64.599609,0.008337,0,0.008332,?,?,?
184,'2023/10/22 16:28:57:296',4,0.296552,215.332031,0.008548,86.132813,0.008101,236.865234,0.007425,150.732422,0.007258,452.197266,0.006798,?,?,?
183,'2023/10/22 16:28:56:695',4,0.271882,0,0.018485,0,0.018485,0,0.018485,0,0.018485,0,0.018485,?,?,?
182,'2023/10/22 16:28:56:680',4,0.285906,0,0.015191,0,0.015191,0,0.015191,0,0.015191,0,0.015191,?,?,?
181,'2023/10/22 16:28:56:661',4,0.285906,0,0.015191,0,0.015191,0,0.015191,0,0.015191,0,0.015191,?,?,?
180,'2023/10/22 16:28:56:646',4,0.353155,3079.248047,0.007657,3014.648438,0.007617,3036.181641,0.007587,3122.314453,0.007488,3165.380859,0.007355,?,?,?
179,'2023/10/22 16:28:56:628',4,0.402493,3208.447266,0.018237,3036.181641,0.01599,3466.845703,0.013598,2950.048828,0.01304,3725.244141,0.01283,?,?,?
178,'2023/10/22 16:28:56:613',4,0.298575,3057.714844,0.016148,3036.181641,0.016133,301.464844,0.016051,2777.783203,0.015533,3445.3125,0.015171,?,?,?
177,'2023/10/22 16:28:56:604',4,0.298575,3057.714844,0.016148,3036.181641,0.016133,301.464844,0.016051,2777.783203,0.015533,3445.3125,0.015171,?,?,?
176,'2023/10/22 16:28:56:580',4,0.3366,150.732422,0.063417,301.464844,0.031081,129.199219,0.030328,172.265625,0.026012,366.064453,0.025773,?,?,?
175,'2023/10/22 16:28:56:563',4,0.3366,150.732422,0.063417,301.464844,0.031081,129.199219,0.030328,172.265625,0.026012,366.064453,0.025773,?,?,?
174,'2023/10/22 16:28:56:548',4,0.314294,150.732422,0.079772,172.265625,0.053222,236.865234,0.039469,366.064453,0.037119,0,0.034237,?,?,?
173,'2023/10/22 16:28:56:534',4,0.365483,172.265625,0.094237,236.865234,0.065839,215.332031,0.052975,193.798828,0.047621,21.533203,0.045346,?,?,?
172,'2023/10/22 16:28:56:515',4,0.365483,172.265625,0.094237,236.865234,0.065839,215.332031,0.052975,193.798828,0.047621,21.533203,0.045346,?,?,?
171,'2023/10/22 16:28:56:500',4,0.315657,129.199219,0.082205,150.732422,0.079461,581.396484,0.07448,193.798828,0.073904,43.066406,0.073871,?,?,?
170,'2023/10/22 16:28:56:484',4,0.359756,215.332031,0.10326,150.732422,0.100964,602.929688,0.084965,129.199219,0.077934,624.462891,0.072984,?,?,?
169,'2023/10/22 16:28:56:467',4,0.389904,215.332031,0.085674,602.929688,0.080566,624.462891,0.073188,64.599609,0.071308,193.798828,0.066963,?,?,?
168,'2023/10/22 16:28:56:450',4,0.26105,64.599609,0.078105,172.265625,0.065018,43.066406,0.059748,193.798828,0.050752,107.666016,0.045692,?,?,?
167,'2023/10/22 16:28:56:434',4,0.26105,64.599609,0.078105,172.265625,0.065018,43.066406,0.059748,193.798828,0.050752,107.666016,0.045692,?,?,?
166,'2023/10/22 16:28:56:418',4,0.291595,43.066406,0.095086,86.132813,0.062067,107.666016,0.061582,150.732422,0.058665,193.798828,0.051517,?,?,?
165,'2023/10/22 16:28:56:400',4,0.322453,86.132813,0.091243,43.066406,0.090361,64.599609,0.045504,150.732422,0.044727,21.533203,0.043453,?,?,?
164,'2023/10/22 16:28:56:382',4,0.311787,64.599609,0.077873,43.066406,0.06486,86.132813,0.060228,21.533203,0.029482,193.798828,0.020465,?,?,?
163,'2023/10/22 16:28:55:761',4,0.268435,215.332031,0.033035,43.066406,0.032683,150.732422,0.026964,258.398438,0.025489,172.265625,0.02453,?,?,?
162,'2023/10/22 16:28:55:746',4,0.268435,215.332031,0.033035,43.066406,0.032683,150.732422,0.026964,258.398438,0.025489,172.265625,0.02453,?,?,?
161,'2023/10/22 16:28:55:729',4,0.331575,172.265625,0.050164,21.533203,0.03974,193.798828,0.037247,107.666016,0.036836,258.398438,0.033198,?,?,?
160,'2023/10/22 16:28:55:717',4,0.377898,258.398438,0.115415,215.332031,0.106329,236.865234,0.100961,172.265625,0.082134,279.931641,0.07298,?,?,?
159,'2023/10/22 16:28:55:701',4,0.377898,258.398438,0.115415,215.332031,0.106329,236.865234,0.100961,172.265625,0.082134,279.931641,0.07298,?,?,?
158,'2023/10/22 16:28:55:683',4,0.461669,236.865234,0.107896,258.398438,0.095113,215.332031,0.091381,193.798828,0.089015,279.931641,0.085649,?,?,?
157,'2023/10/22 16:28:55:663',4,0.483082,172.265625,0.024078,43.066406,0.014391,150.732422,0.013995,21.533203,0.010514,86.132813,0.01022,?,?,?
156,'2023/10/22 16:28:55:612',4,0.273281,86.132813,0.016621,129.199219,0.013148,839.794922,0.011311,452.197266,0.011178,107.666016,0.010527,?,?,?
155,'2023/10/22 16:28:55:595',4,0.273281,86.132813,0.016621,129.199219,0.013148,839.794922,0.011311,452.197266,0.011178,107.666016,0.010527,?,?,?
154,'2023/10/22 16:28:55:578',4,0.302201,86.132813,0.019524,796.728516,0.018981,129.199219,0.015919,904.394531,0.014979,107.666016,0.012942,?,?,?
153,'2023/10/22 16:28:55:567',4,0.373284,43.066406,0.120248,64.599609,0.105354,21.533203,0.07822,193.798828,0.059118,107.666016,0.039035,?,?,?
152,'2023/10/22 16:28:55:549',4,0.425434,43.066406,0.143119,64.599609,0.095612,21.533203,0.050118,215.332031,0.048496,624.462891,0.042313,?,?,?
151,'2023/10/22 16:28:55:534',4,0.425434,43.066406,0.143119,64.599609,0.095612,21.533203,0.050118,215.332031,0.048496,624.462891,0.042313,?,?,?
150,'2023/10/22 16:28:55:517',4,0.489772,43.066406,0.073664,21.533203,0.068965,64.599609,0.058876,0,0.047711,0,0.047711,?,?,?
149,'2023/10/22 16:28:54:379',4,0.309614,150.732422,0.080902,129.199219,0.067578,86.132813,0.051284,172.265625,0.050483,236.865234,0.038603,?,?,?
148,'2023/10/22 16:28:54:363',4,0.309614,150.732422,0.080902,129.199219,0.067578,86.132813,0.051284,172.265625,0.050483,236.865234,0.038603,?,?,?
147,'2023/10/22 16:28:54:349',4,0.352869,215.332031,0.080457,107.666016,0.070714,129.199219,0.069538,193.798828,0.0566,495.263672,0.043577,?,?,?
146,'2023/10/22 16:28:54:331',4,0.352869,215.332031,0.080457,107.666016,0.070714,129.199219,0.069538,193.798828,0.0566,495.263672,0.043577,?,?,?
145,'2023/10/22 16:28:54:321',4,0.406233,215.332031,0.102083,495.263672,0.090323,236.865234,0.088473,129.199219,0.083354,387.597656,0.081289,?,?,?
144,'2023/10/22 16:28:54:300',4,0.478119,236.865234,0.065258,215.332031,0.059207,667.529297,0.058842,689.0625,0.056866,258.398438,0.056759,?,?,?
143,'2023/10/22 16:28:52:862',4,0.260364,150.732422,0.021486,129.199219,0.012255,322.998047,0.011189,215.332031,0.007869,430.664063,0.006699,?,?,?
142,'2023/10/22 16:28:52:844',4,0.260364,150.732422,0.021486,129.199219,0.012255,322.998047,0.011189,215.332031,0.007869,430.664063,0.006699,?,?,?
141,'2023/10/22 16:28:52:827',4,0.287918,150.732422,0.019017,172.265625,0.01498,516.796875,0.014619,538.330078,0.013962,344.53125,0.013843,?,?,?
140,'2023/10/22 16:28:52:815',4,0.35564,279.931641,0.06788,516.796875,0.066636,86.132813,0.061818,495.263672,0.05819,129.199219,0.055064,?,?,?
139,'2023/10/22 16:28:52:799',4,0.405325,86.132813,0.085196,258.398438,0.083889,193.798828,0.07774,107.666016,0.076542,172.265625,0.075879,?,?,?
138,'2023/10/22 16:28:52:783',4,0.405325,86.132813,0.085196,258.398438,0.083889,193.798828,0.07774,107.666016,0.076542,172.265625,0.075879,?,?,?
137,'2023/10/22 16:28:52:764',4,0.489878,0,0.083445,0,0.083445,0,0.083445,0,0.083445,0,0.083445,?,?,?
364,'2023/10/22 16:34:47:164',8,0.492715,0,0.019519,0,0.019519,0,0.019519,0,0.019519,0,0.019519,0,0,1
365,'2023/10/22 16:34:47:180',8,0.492715,0,0.019519,0,0.019519,0,0.019519,0,0.019519,0,0.019519,0,0,1
366,'2023/10/22 16:34:47:198',8,0.419466,172.265625,0.021846,581.396484,0.016448,215.332031,0.015962,516.796875,0.015423,0,0.014006,0,0,1
367,'2023/10/22 16:34:47:213',8,0.33959,150.732422,0.023236,193.798828,0.015227,387.597656,0.014338,172.265625,0.014053,129.199219,0.013192,0,0,1
368,'2023/10/22 16:34:47:230',8,0.3197,150.732422,0.025852,172.265625,0.014337,86.132813,0.01371,387.597656,0.012884,129.199219,0.012171,0,0,1
369,'2023/10/22 16:34:47:246',8,0.3197,150.732422,0.025852,172.265625,0.014337,86.132813,0.01371,387.597656,0.012884,129.199219,0.012171,0,0,1
370,'2023/10/22 16:34:47:263',8,0.258821,150.732422,0.012681,409.130859,0.009104,43.066406,0.009034,366.064453,0.00875,172.265625,0.008726,0,0,1
371,'2023/10/22 16:34:48:442',8,0.411598,150.732422,0.088652,172.265625,0.063371,43.066406,0.037084,129.199219,0.03596,86.132813,0.032392,0,0,1
372,'2023/10/22 16:34:48:459',8,0.411598,150.732422,0.088652,172.265625,0.063371,43.066406,0.037084,129.199219,0.03596,86.132813,0.032392,0,0,1
373,'2023/10/22 16:34:48:474',8,0.33322,107.666016,0.035211,43.066406,0.031509,64.599609,0.027169,86.132813,0.023931,150.732422,0.018982,0,0,1
374,'2023/10/22 16:34:48:489',8,0.289447,64.599609,0.030832,129.199219,0.030376,43.066406,0.026751,107.666016,0.018935,236.865234,0.015339,0,0,1
375,'2023/10/22 16:34:48:506',8,0.25301,86.132813,0.026515,150.732422,0.020161,64.599609,0.015246,43.066406,0.013861,129.199219,0.010923,0,0,1
376,'2023/10/22 16:34:48:523',8,0.251424,86.132813,0.025299,150.732422,0.022725,129.199219,0.014925,64.599609,0.014746,43.066406,0.00917,0,0,1
377,'2023/10/22 16:34:49:264',8,0.435905,11670.996094,0.015544,839.794922,0.014951,818.261719,0.014412,11046.533203,0.013802,1571.923828,0.013703,0,0,1
378,'2023/10/22 16:34:49:279',8,0.435905,11670.996094,0.015544,839.794922,0.014951,818.261719,0.014412,11046.533203,0.013802,1571.923828,0.013703,0,0,1
379,'2023/10/22 16:34:49:293',8,0.349366,43.066406,0.022743,64.599609,0.021627,861.328125,0.020089,473.730469,0.018131,150.732422,0.017533,0,0,1
380,'2023/10/22 16:34:49:308',8,0.349366,43.066406,0.022743,64.599609,0.021627,861.328125,0.020089,473.730469,0.018131,150.732422,0.017533,0,0,1
381,'2023/10/22 16:34:49:325',8,0.303077,86.132813,0.014692,710.595703,0.013047,387.597656,0.012987,107.666016,0.011916,839.794922,0.011776,0,0,1
382,'2023/10/22 16:34:49:341',8,0.35689,107.666016,0.015566,796.728516,0.014467,64.599609,0.014291,861.328125,0.013353,818.261719,0.013135,0,0,1
383,'2023/10/22 16:34:49:364',8,0.310008,818.261719,0.0195,775.195313,0.017064,43.066406,0.014351,710.595703,0.013621,882.861328,0.013614,0,0,1
384,'2023/10/22 16:34:49:376',8,0.310008,818.261719,0.0195,775.195313,0.017064,43.066406,0.014351,710.595703,0.013621,882.861328,0.013614,0,0,1
385,'2023/10/22 16:34:49:391',8,0.310008,818.261719,0.0195,775.195313,0.017064,43.066406,0.014351,710.595703,0.013621,882.861328,0.013614,0,0,1
386,'2023/10/22 16:34:49:608',8,0.274911,43.066406,0.024944,64.599609,0.017627,430.664063,0.015661,667.529297,0.01555,624.462891,0.015434,0,0,1
387,'2023/10/22 16:34:49:626',8,0.279071,43.066406,0.028918,624.462891,0.024994,430.664063,0.024971,689.0625,0.023045,732.128906,0.021128,0,0,1
388,'2023/10/22 16:34:49:642',8,0.267056,64.599609,0.029637,624.462891,0.028116,430.664063,0.026623,387.597656,0.024533,732.128906,0.0245,0,0,1
389,'2023/10/22 16:34:49:663',8,0.481656,172.265625,0.095007,150.732422,0.083634,409.130859,0.074959,129.199219,0.070788,107.666016,0.056656,0,0,1
390,'2023/10/22 16:34:49:679',8,0.453642,150.732422,0.126435,172.265625,0.105376,43.066406,0.097492,64.599609,0.087597,129.199219,0.073477,0,0,1
391,'2023/10/22 16:34:49:699',8,0.402058,150.732422,0.110345,43.066406,0.087432,193.798828,0.086426,172.265625,0.082926,64.599609,0.075647,0,0,1
392,'2023/10/22 16:34:49:714',8,0.402058,150.732422,0.110345,43.066406,0.087432,193.798828,0.086426,172.265625,0.082926,64.599609,0.075647,0,0,1
393,'2023/10/22 16:34:49:725',8,0.322239,86.132813,0.070563,64.599609,0.034362,258.398438,0.023733,107.666016,0.022928,279.931641,0.020661,0,0,1
394,'2023/10/22 16:34:49:741',8,0.322239,86.132813,0.070563,64.599609,0.034362,258.398438,0.023733,107.666016,0.022928,279.931641,0.020661,0,0,1
395,'2023/10/22 16:34:49:757',8,0.279909,86.132813,0.050452,64.599609,0.048199,172.265625,0.027566,43.066406,0.023969,129.199219,0.019309,0,0,1
396,'2023/10/22 16:34:51:441',8,0.256773,43.066406,0.127343,21.533203,0.112425,258.398438,0.064797,150.732422,0.062695,86.132813,0.058762,0,0,1
397,'2023/10/22 16:34:51:460',8,0.256773,43.066406,0.127343,21.533203,0.112425,258.398438,0.064797,150.732422,0.062695,86.132813,0.058762,0,0,1
398,'2023/10/22 16:34:52:545',8,0.47997,1765.722656,0.027719,1787.255859,0.027404,1744.189453,0.027091,1808.789063,0.02624,1722.65625,0.025505,0,0,1
399,'2023/10/22 16:34:52:562',8,0.47997,1765.722656,0.027719,1787.255859,0.027404,1744.189453,0.027091,1808.789063,0.02624,1722.65625,0.025505,0,0,1
400,'2023/10/22 16:34:52:584',8,0.473673,1744.189453,0.055519,1184.326172,0.047369,86.132813,0.046789,689.0625,0.044823,1033.59375,0.04213,0,0,1
401,'2023/10/22 16:34:52:596',8,0.383474,86.132813,0.042775,839.794922,0.039983,775.195313,0.036398,1012.060547,0.034398,689.0625,0.032441,0,0,1
402,'2023/10/22 16:34:52:612',8,0.361014,839.794922,0.047429,86.132813,0.042816,667.529297,0.034088,775.195313,0.034069,645.996094,0.033632,0,0,1
403,'2023/10/22 16:34:52:627',8,0.3331,86.132813,0.036632,322.998047,0.023322,925.927734,0.019377,710.595703,0.019114,64.599609,0.018228,0,0,1
404,'2023/10/22 16:34:52:643',8,0.292268,86.132813,0.037586,129.199219,0.026081,64.599609,0.014449,473.730469,0.011451,107.666016,0.010139,0,0,1
405,'2023/10/22 16:34:53:454',8,0.460699,86.132813,0.044486,64.599609,0.023739,107.666016,0.021738,21.533203,0.019865,150.732422,0.019502,0,0,1
406,'2023/10/22 16:34:53:468',8,0.451523,86.132813,0.045855,150.732422,0.023319,64.599609,0.019804,107.666016,0.018417,21.533203,0.016576,0,0,1
407,'2023/10/22 16:34:53:484',8,0.369238,64.599609,0.02995,129.199219,0.025035,86.132813,0.02379,516.796875,0.018763,387.597656,0.017812,0,0,1
408,'2023/10/22 16:34:53:508',8,0.320733,129.199219,0.027175,452.197266,0.013894,43.066406,0.013406,387.597656,0.012242,775.195313,0.011406,0,0,1
409,'2023/10/22 16:34:53:516',8,0.320733,129.199219,0.027175,452.197266,0.013894,43.066406,0.013406,387.597656,0.012242,775.195313,0.011406,0,0,1
410,'2023/10/22 16:34:53:532',8,0.259658,107.666016,0.009528,430.664063,0.006548,43.066406,0.005589,150.732422,0.005581,775.195313,0.005468,0,0,1
411,'2023/10/22 16:34:54:101',8,0.399049,968.994141,0.030778,624.462891,0.029693,602.929688,0.028231,21.533203,0.026262,947.460938,0.025197,0,0,1
412,'2023/10/22 16:34:54:124',8,0.399049,968.994141,0.030778,624.462891,0.029693,602.929688,0.028231,21.533203,0.026262,947.460938,0.025197,0,0,1
413,'2023/10/22 16:34:54:136',8,0.336324,904.394531,0.038154,86.132813,0.034708,882.861328,0.029253,1528.857422,0.027749,43.066406,0.026984,0,0,1
414,'2023/10/22 16:34:54:152',8,0.32306,904.394531,0.036355,86.132813,0.03086,882.861328,0.030008,1270.458984,0.027052,215.332031,0.026775,0,0,1
415,'2023/10/22 16:34:54:172',8,0.447555,215.332031,0.038821,1442.724609,0.03737,193.798828,0.031043,904.394531,0.031007,1464.257813,0.028878,0,0,1
416,'2023/10/22 16:34:54:187',8,0.369693,150.732422,0.036042,1464.257813,0.031389,172.265625,0.030837,64.599609,0.027245,645.996094,0.027069,0,0,1
417,'2023/10/22 16:34:54:201',8,0.362329,150.732422,0.035306,172.265625,0.031897,64.599609,0.029925,43.066406,0.025382,1464.257813,0.025315,0,0,1
418,'2023/10/22 16:34:54:217',8,0.296299,86.132813,0.053947,64.599609,0.023089,129.199219,0.018933,43.066406,0.018181,107.666016,0.014932,0,0,1
419,'2023/10/22 16:34:54:234',8,0.296299,86.132813,0.053947,64.599609,0.023089,129.199219,0.018933,43.066406,0.018181,107.666016,0.014932,0,0,1
420,'2023/10/22 16:34:54:250',8,0.257376,64.599609,0.035007,86.132813,0.031241,43.066406,0.022446,150.732422,0.014949,107.666016,0.013932,0,0,1
421,'2023/10/22 16:35:11:867',9,0.38113,0,0.07537,0,0.07537,0,0.07537,0,0.07537,0,0.07537,0,1,0
422,'2023/10/22 16:35:11:885',9,0.321222,0,0.118711,0,0.118711,0,0.118711,0,0.118711,0,0.118711,0,1,0
423,'2023/10/22 16:35:11:902',9,0.321222,0,0.118711,0,0.118711,0,0.118711,0,0.118711,0,0.118711,0,1,0
424,'2023/10/22 16:35:11:999',9,0.256694,2347.119141,0.024073,2325.585938,0.018669,0,0.015023,0,0.015023,0,0.015023,0,1,0
425,'2023/10/22 16:35:12:100',9,0.421354,0,0.043563,0,0.043563,0,0.043563,0,0.043563,0,0.043563,0,1,0
426,'2023/10/22 16:35:12:116',9,0.421354,0,0.043563,0,0.043563,0,0.043563,0,0.043563,0,0.043563,0,1,0
427,'2023/10/22 16:35:12:132',9,0.355124,0,0.048973,0,0.048973,0,0.048973,0,0.048973,0,0.048973,0,1,0
428,'2023/10/22 16:35:12:158',9,0.351569,0,0.049858,0,0.049858,0,0.049858,0,0.049858,0,0.049858,0,1,0
429,'2023/10/22 16:35:12:165',9,0.273397,0,0.060498,0,0.060498,0,0.060498,0,0.060498,0,0.060498,0,1,0
430,'2023/10/22 16:35:12:182',9,0.273397,0,0.060498,0,0.060498,0,0.060498,0,0.060498,0,0.060498,0,1,0
431,'2023/10/22 16:35:12:210',9,0.400755,0,0.082922,0,0.082922,0,0.082922,0,0.082922,0,0.082922,0,1,0
432,'2023/10/22 16:35:12:221',9,0.344627,0,0.064169,0,0.064169,0,0.064169,0,0.064169,0,0.064169,0,1,0
433,'2023/10/22 16:35:12:241',9,0.344627,0,0.064169,0,0.064169,0,0.064169,0,0.064169,0,0.064169,0,1,0
434,'2023/10/22 16:35:12:254',9,0.344627,0,0.064169,0,0.064169,0,0.064169,0,0.064169,0,0.064169,0,1,0
435,'2023/10/22 16:35:12:267',9,0.260031,0,0.04582,0,0.04582,0,0.04582,0,0.04582,0,0.04582,0,1,0
436,'2023/10/22 16:35:12:297',9,0.335172,0,0.035627,0,0.035627,0,0.035627,0,0.035627,0,0.035627,0,1,0
437,'2023/10/22 16:35:12:303',9,0.335172,0,0.035627,0,0.035627,0,0.035627,0,0.035627,0,0.035627,0,1,0
438,'2023/10/22 16:35:12:321',9,0.274091,0,0.027301,0,0.027301,0,0.027301,0,0.027301,0,0.027301,0,1,0
439,'2023/10/22 16:35:12:355',9,0.348438,1808.789063,0.03291,0,0.022587,0,0.022587,0,0.022587,0,0.022587,0,1,0
440,'2023/10/22 16:35:12:374',9,0.425307,1808.789063,0.043046,2347.119141,0.021463,0,0.01967,0,0.01967,0,0.01967,0,1,0
441,'2023/10/22 16:35:12:389',9,0.340872,1808.789063,0.060553,2325.585938,0.03389,2174.853516,0.029493,2390.185547,0.029184,904.394531,0.027545,0,1,0
442,'2023/10/22 16:35:12:408',9,0.340872,1808.789063,0.060553,2325.585938,0.03389,2174.853516,0.029493,2390.185547,0.029184,904.394531,0.027545,0,1,0
443,'2023/10/22 16:35:12:421',9,0.275962,1808.789063,0.058453,1701.123047,0.032169,904.394531,0.025094,2174.853516,0.024258,2325.585938,0.023021,0,1,0
444,'2023/10/22 16:35:12:438',9,0.406568,1808.789063,0.062555,1701.123047,0.028514,2174.853516,0.022788,2196.386719,0.02082,2540.917969,0.018986,0,1,0
445,'2023/10/22 16:35:12:454',9,0.356731,1808.789063,0.049751,2347.119141,0.032684,2174.853516,0.025574,1765.722656,0.025417,2368.652344,0.021572,0,1,0
446,'2023/10/22 16:35:12:472',9,0.306768,2304.052734,0.041605,2325.585938,0.036604,2347.119141,0.032871,1808.789063,0.032653,1765.722656,0.031243,0,1,0
447,'2023/10/22 16:35:12:488',9,0.344788,2304.052734,0.055665,1808.789063,0.026827,1765.722656,0.026685,861.328125,0.022853,2390.185547,0.021754,0,1,0
448,'2023/10/22 16:35:12:506',9,0.314944,2304.052734,0.039157,2282.519531,0.038486,1701.123047,0.031703,1808.789063,0.027267,2390.185547,0.026434,0,1,0
449,'2023/10/22 16:35:12:532',9,0.290592,1701.123047,0.040732,2282.519531,0.028243,2347.119141,0.028061,2325.585938,0.02671,1808.789063,0.024163,0,1,0
450,'2023/10/22 16:35:12:539',9,0.290592,1701.123047,0.040732,2282.519531,0.028243,2347.119141,0.028061,2325.585938,0.02671,1808.789063,0.024163,0,1,0
451,'2023/10/22 16:35:12:607',9,0.282264,1701.123047,0.033717,1808.789063,0.02838,861.328125,0.024552,1205.859375,0.021817,2325.585938,0.019836,0,1,0
452,'2023/10/22 16:35:13:972',9,0.450638,1528.857422,0.040612,1550.390625,0.03569,1507.324219,0.034035,1571.923828,0.023513,1485.791016,0.019174,0,1,0
453,'2023/10/22 16:35:13:991',9,0.407513,1528.857422,0.049671,1550.390625,0.033425,1507.324219,0.032554,387.597656,0.020658,1593.457031,0.020192,0,1,0
454,'2023/10/22 16:35:14:009',9,0.391441,1528.857422,0.050659,1507.324219,0.032199,1550.390625,0.032022,1571.923828,0.021179,387.597656,0.020762,0,1,0
455,'2023/10/22 16:35:14:023',9,0.391441,1528.857422,0.050659,1507.324219,0.032199,1550.390625,0.032022,1571.923828,0.021179,387.597656,0.020762,0,1,0
456,'2023/10/22 16:35:14:041',9,0.316901,1528.857422,0.011682,473.730469,0.00948,452.197266,0.00556,2820.849609,0.005303,581.396484,0.004946,0,1,0
457,'2023/10/22 16:35:14:057',9,0.313729,1528.857422,0.011682,473.730469,0.00948,452.197266,0.00556,2820.849609,0.005303,581.396484,0.004946,0,1,0
458,'2023/10/22 16:35:14:077',9,0.383889,0,0.037619,0,0.037619,0,0.037619,0,0.037619,0,0.037619,0,1,0
459,'2023/10/22 16:35:14:090',9,0.336832,0,0.04548,0,0.04548,0,0.04548,0,0.04548,0,0.04548,0,1,0
460,'2023/10/22 16:35:14:105',9,0.310788,0,0.033654,0,0.033654,0,0.033654,0,0.033654,0,0.033654,0,1,0
461,'2023/10/22 16:35:14:122',9,0.25415,0,0.023189,0,0.023189,0,0.023189,0,0.023189,0,0.023189,0,1,0
462,'2023/10/22 16:35:14:139',9,0.25415,0,0.023189,0,0.023189,0,0.023189,0,0.023189,0,0.023189,0,1,0
463,'2023/10/22 16:35:14:341',9,0.281254,1636.523438,0.050239,1614.990234,0.030098,0,0.029178,0,0.029178,0,0.029178,0,1,0
464,'2023/10/22 16:35:14:360',9,0.281254,1636.523438,0.050239,1614.990234,0.030098,0,0.029178,0,0.029178,0,0.029178,0,1,0
465,'2023/10/22 16:35:14:442',9,0.252588,1636.523438,0.070059,1614.990234,0.059376,0,0.046065,0,0.046065,0,0.046065,0,1,0
466,'2023/10/22 16:35:14:456',9,0.252588,1636.523438,0.070059,1614.990234,0.059376,0,0.046065,0,0.046065,0,0.046065,0,1,0
467,'2023/10/22 16:35:14:607',9,0.271075,1614.990234,0.052878,0,0.051223,0,0.051223,0,0.051223,0,0.051223,0,1,0
468,'2023/10/22 16:35:14:613',9,0.271075,1614.990234,0.052878,0,0.051223,0,0.051223,0,0.051223,0,0.051223,0,1,0
469,'2023/10/22 16:35:14:632',9,0.258385,0,0.052373,0,0.052373,0,0.052373,0,0.052373,0,0.052373,0,1,0
470,'2023/10/22 16:35:15:855',9,0.381721,1528.857422,0.055851,1507.324219,0.052672,1550.390625,0.049126,1485.791016,0.034749,1571.923828,0.03235,0,1,0
471,'2023/10/22 16:35:15:871',9,0.381721,1528.857422,0.055851,1507.324219,0.052672,1550.390625,0.049126,1485.791016,0.034749,1571.923828,0.03235,0,1,0
472,'2023/10/22 16:35:15:883',9,0.32172,1528.857422,0.026268,1507.324219,0.019027,1550.390625,0.016198,581.396484,0.015582,1485.791016,0.015555,0,1,0
473,'2023/10/22 16:35:15:916',9,0.260457,1507.324219,0.02343,1765.722656,0.005407,1464.257813,0.005081,1808.789063,0.00508,473.730469,0.004405,0,1,0
474,'2023/10/22 16:35:15:922',9,0.260457,1507.324219,0.02343,1765.722656,0.005407,1464.257813,0.005081,1808.789063,0.00508,473.730469,0.004405,0,1,0
475,'2023/10/22 16:35:15:995',9,0.286336,1528.857422,0.042827,1507.324219,0.036116,1550.390625,0.027999,1593.457031,0.023279,1485.791016,0.021538,0,1,0
476,'2023/10/22 16:35:16:057',9,0.372448,0,0.019368,0,0.019368,0,0.019368,0,0.019368,0,0.019368,0,1,0
477,'2023/10/22 16:35:16:076',9,0.372448,0,0.020148,0,0.020148,0,0.020148,0,0.020148,0,0.020148,0,1,0
478,'2023/10/22 16:35:16:089',9,0.281023,0,0.018673,0,0.018673,0,0.018673,0,0.018673,0,0.018673,0,1,0
479,'2023/10/22 16:35:16:105',9,0.281023,0,0.018673,0,0.018673,0,0.018673,0,0.018673,0,0.018673,0,1,0
480,'2023/10/22 16:35:28:534',10,0.47721,624.462891,0.026528,645.996094,0.026117,430.664063,0.025685,602.929688,0.025216,409.130859,0.024363,1,0,0
481,'2023/10/22 16:35:28:552',10,0.440312,602.929688,0.044245,624.462891,0.039174,452.197266,0.032948,581.396484,0.02958,387.597656,0.029449,1,0,0
482,'2023/10/22 16:35:28:566',10,0.440312,602.929688,0.044245,624.462891,0.039174,452.197266,0.032948,581.396484,0.02958,387.597656,0.029449,1,0,0
483,'2023/10/22 16:35:28:580',10,0.352898,602.929688,0.03172,344.53125,0.028321,581.396484,0.023608,624.462891,0.022878,452.197266,0.015649,1,0,0
484,'2023/10/22 16:35:28:595',10,0.30654,344.53125,0.013316,172.265625,0.005051,322.998047,0.004491,366.064453,0.004333,452.197266,0.003147,1,0,0
485,'2023/10/22 16:35:28:612',10,0.285698,344.53125,0.008358,172.265625,0.006122,322.998047,0.003771,366.064453,0.003542,0,0.002974,1,0,0
